MID	NAME	ID1	ID2	ID3	PARTY1	PARTY2	PARTY3	PARTY1N	PARTY2N	PARTY3N	GMP12	X12	Y12	CLA12_O	X12_O	Y12_O	GMP22	X22	Y22	CLA22_O	X22_O	Y22_O	GMP32	X32	Y32	CLA32_O	X32_O	Y32_O	DIM1PL	DIM2PL	CLA_PO	X_PO	Y_PO	SCAL7121	SCAL7122	SCAL7111	SCAL7112	SCALE781	SCALE782	SCALE751	SCALE752	SCALE741	SCALE742	SCA7101	SCA7102	SCA7103	SCA731	SCA732	SCA771	SCA772	SCA761	SCA762	SCA791	SCA792	MORICE
1103	"Teitgen"		612	566	"Not seated"	"MRP"	"MRP"	"Not seated"	"Christian Democrat"	"Christian Democrat"							.798	.765	.431	.943	.386688	.0126096	.904	.619	.762	.978	.3061984	.2660656	-.51	-.046	.953	.027	-.502			1	3																		
1104	"Teitgen H."	628			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.926	.819	.14	.994	.5811456	-.1634472													-.507	-.064	.991	.064	-.496											2	"not dissident"	0									
1105	"Teitgen P."	629			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.918	.794	.231	.988	.5863344	-.1089648													-.508	-.063	.985	.019	-.504											2	"not dissident"	0									
1106	"Temple"	630	613	567	"Rep. Dem. Soc."	"Rep. Indep."	"IPAS"	"Right"	"Right"	"Right"	.82	.471	.511	.951	.5110968	.6978936	.839	.763	.535	.954	.580032	.0778509	.846	.802	.249	.978	.4949712	-.163504	-.496	.19	.943	.011	-.446									0	0				0	0			1	1			
1107	"Terpend"	631			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.942	.867	.209	.994	.5811456	-.1634472													-.507	-.064	.997	.064	-.496											3	"not dissident"	0									
1108	"Terrenoire"	632			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.788	.188	.665	.968	-.1971744	1.185641													-.067	.501	.954	.006	-.076											2	"not dissident"	0									
1109	"Teule"			568	"Not seated"	"Not seated"	"Uff (Poujade)"	"Not seated"	"Not Seated"	"Poujadist"													.919	.799	-.602	.993	.14864	-1.028589	.21	.524	.986	.002	.245																						
1110	"Thamier"	633	614	569	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.959	-.898	-.441	1	-1.282272	-.254386	.992	-.844	-.537	1	-1.208443	-.3879504	.874	-.358	1	.02	.815																						
1111	"Thebault"			570	"Not seated"	"Not seated"	"IPAS"	"Not seated"	"Not Seated"	"Right"													.793	.8	.273	.935	.6450976	-.1174256	-.167	.341	.935	.094	-.064																		2	0			
1112	"Theetten"	634			"Rep. Dem. Soc."	"Not seated"	"Not seated"	"Right"	"Not Seated"	"Not Seated"	.802	.18	.843	.982	-.1790136	1.478808													-.084	.521	.975	.002	-.065																						
1113	"Thibaud"			571	"Not seated"	"Not seated"	"Communiste"	"Not seated"	"Not Seated"	"Communist"													.991	-.835	-.55	1	-1.208443	-.3879504	.766	0	1	.245	.826																						
1114	"Thibault"	635	615	572	"MRP"	"MRP"	"MRP"	"Christian Democrat"	"Christian Democrat"	"Christian Democrat"	.929	.844	.177	.994	.5811456	-.1634472	.811	.764	.405	.956	.386688	.0126096	.908	.62	.765	.979	.312144	.2556608	-.511	-.048	.976	.023	-.502			1	2							2	"not dissident"	0									
1115	"Thiriet"	636	616	573	"MRP"	"RPF, URAS, RS"	"IPAS"	"Christian Democrat"	"Gaullist"	"Right"	.829	.588	.392	.937	.4125096	.2750064	.777	.718	-.49	.893	.41952	-.216557	.869	.835	.236	.993	.6346928	-.11148	-.292	.295	.871	.002	-.567											1	"dissident"	0	0	0			1	1			
1116	"Thomas"	637			"Socialiste"	"Not seated"	"Not seated"	"Socialist"	"Not Seated"	"Not Seated"	.916	.798	-.21	.987	.51888	-.5915232													-.184	-.633	.977	.117	-.222																						
1117	"Thomas A."		617	574	"Not seated"	"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"							.944	.242	.588	1	-.663936	.2001096							-.117	-.793	.982	.051	-.109																						
1118	"Thomas E."		618	575	"Not seated"	"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"							.945	.245	.622	1	-.663936	.216557	.907	.484	.809	.993	.2853888	1.001834	-.237	-.784	.996	.05	-.225	1	2																				
1119	"Thoral"	638			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.938	.759	.316	1	.5941176	0													-.519	-.015	.997	.014	-.509											2	"not dissident"	1									
1120	"Thorez"	639	619	577	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.968	-.945	-.326	1	-.990432	-.1770833	.99	-.844	-.536	1	-1.208443	-.26012	.802	-.334	1	.014	.805																						
1121	"Thuillier"	640			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.989	-.861	-.508	1	-1.027382	-.4358592													.587	0	1	.468	.654																						
1122	"Tillon"	641	620		"Communiste"	"Communiste"	"Not seated"	"Communist"	"Communist"	"Not Seated"	.989	-.861	-.508	1	-1.027382	-.4358592	.968	-.945	-.326	1	-.990432	-.1770833							.802	-.337	1	.014	.799																						
1123	"Tinaud"	642			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.868	.644	.332	.966	.6044952	.0311328													-.521	0	.959	.016	-.513											3	"not dissident"	1									
1124	"Tinguy"	643	621	578	"MRP"	"MRP"	"MRP"	"Christian Democrat"	"Christian Democrat"	"Christian Democrat"	.944	.86	.308	.997	.5811456	-.1634472	.806	.76	.411	.96	.384864	.0202851	.91	.627	.724	.98	.312144	.2556608	-.511	-.048	.979	.021	-.502			2	3							2	"not dissident"	0									
1125	"Tirolien"		622	579	"Not seated"	"RPF, URAS, RS"	"Rep. Soc."	"Not seated"	"Gaullist"	"Gaullist"							.835	.698	-.672	.948	.242592	-.1167763	.813	.648	.189	.942	.3760592	.022296	-.035	.344	.955	.006	-.06								2														
1126	"Titeux"		623	580	"Not seated"	"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"							.933	.241	.541	1	-.660288	.1962719	.954	.278	.961	1	-.0490512	.6525296	-.102	-.808	1	.032	-.108	0	0																				
1127	"TixI.cr-"			581	"Not seated"	"Not seated"	"Non Inscrit"	"Not seated"	"Not Seated"	"Non-Affiliated"													.765	.915	-.403	.96	.401328	-.7788736	-.012	.71	.944	.004	.051																						
1128	"Toublanc"	644	624	582	"Act. Pays Soc."	"Ind. Paysan"	"Paysan"	"Right"	"Right"	"Right"	.827	.402	.815	.975	.2931672	1.045543	.821	.843	-.281	.944	.62928	-.0926535	.774	.91	-.092	.94	.4949712	-.3582224	-.364	.376	.924	.011	-.377									3	2												
1129	"Touchard"	645			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.989	-.861	-.508	1	-1.027382	-.4358592													.587	0	1	.463	.654																						
1130	"Toujas"	646			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.989	-.861	-.508	1	-1.027382	-.4358592													.587	0	1	.461	.654																						
1131	"Tourne"	647	625	583	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.991	-.846	-.533	1	-1.208443	-.3879504	.802	-.334	1	.009	.805																						
1132	"Tourtaud"	648	626	584	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.991	-.834	-.551	1	-1.208443	-.3879504	.802	-.334	1	.012	.805																						
1133	"Tracol"		627		"Not seated"	"Ind. Paysan"	"Not seated"	"Not seated"	"Right"	"Not Seated"							.875	.923	.017	.972	.596448	-.0137061							-.527	.498	.978	.091	-.426									2	0												
1134	"Tremolet"			585	"Not seated"	"Not seated"	"IPAS"	"Not seated"	"Not Seated"	"Right"													.828	.855	.136	.955	.5618592	-.2318784	-.133	.342	.962	.053	-.102																		3	1			
1135	"Tremouilhe"		628	586	"Not seated"	"UDSR"	"Not seated"	"Not seated"	"Radical"	"Not Seated"							.796	.622	.728	.944	.271776	.1951754	.734	.588	.192	.913	.0564832	.2794432	-.501	-.255	.905	.003	-.462					1	0														4		0
1136	"Triboulet"	649	629	587	"Rep. Dem. Soc."	"RPF, URAS, RS"	"Rep. Soc."	"Right"	"Gaullist"	"Gaullist"	.814	.252	.968	.972	.0492936	1.315361	.794	.657	-.754	.921	.253536	-.129386	.729	.71	.084	.891	.3745728	.0193232	-.052	.34	.941	.002	-.071							2	3						4	4							
1137	"Tricart"	650	630	588	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.99	-.872	-.489	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.992	-.846	-.533	1	-1.208443	-.3879504	.802	-.334	1	.013	.805																						
1138	"Truffaut"	651			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.914	.715	.31	.991	.5941176	0													-.515	-.008	.988	.014	-.509											1	"not dissident"	1									
1139	"Tsiranan"			589	"Not seated"	"Not seated"	"Socialiste"	"Not seated"	"Not Seated"	"Socialist"													.892	.445	.896	.968	-.0237824	.6272608	-.147	-.719	.968	.096	-.158																						
1140	"Tubach"			590	"Not seated"	"Not seated"	"MRP"	"Not seated"	"Not Seated"	"Christian Democrat"													.862	.642	.593	.961	.3210624	.1991776	-.587	-.122	.954	.09	-.561																						
1141	"Turc"			591	"Not seated"	"Not seated"	"IPAS"	"Not seated"	"Not Seated"	"Right"													.842	.888	.129	.974	.6198288	-.2348512	-.191	.412	.974	.041	-.326																			1			
1142	"Turines"		631		"Not seated"	"Radical-Soc."	"Not seated"	"Not seated"	"Radical"	"Not Seated"							.764	.623	.782	.925	.359328	.3070175							-.576	-.342	.889	.002	-.825					1	0																
1143	"Tys"			592	"Not seated"	"Not seated"	"Communiste"	"Not seated"	"Not Seated"	"Communist"													.992	-.84	-.543	1	-1.208443	-.3879504	.766	0	1	.252	.826																						
1144	"Ulrich"			593	"Not seated"	"Not seated"	"MRP"	"Not seated"	"Not Seated"	"Christian Democrat"													.907	.608	.721	.98	.29728	.2705248	-.573	-.112	.986	.098	-.561																						
1145	"Ulver"		632		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.788	.683	-.537	.933	.25536	-.1162281							-.063	.364	.943	.004	-.07							3															
1146	"Vaegelen"			443	"Not seated"	"Not seated"	"Socialiste"	"Not seated"	"Not Seated"	"Socialist"													.95	.361	.932	1	0	.5767232	-.147	-.719	1	.116	-.086																						
1147	"Vahe"			594	"Not seated"	"Not seated"	"Uff (Poujade)"	"Not seated"	"Not Seated"	"Poujadist"													.934	.81	-.587	.993	.14864	-1.028589	.21	.524	.986	.002	.245																						
1148	"Vaillant"	652	633	595	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.954	-.938	-.347	.997	-.990432	-.1770833	.991	-.834	-.551	1	-1.208443	-.3879504	.811	-.342	.999	.01	.803																						
1149	"Vala,"	653			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.941	.881	.319	.991	.5811456	-.1634472													-.507	-.064	.988	.06	-.496											1	"not dissident"	0									
1150	"Valabregue"		634		"Not seated"	"Radical-Soc."	"Not seated"	"Not seated"	"Radical"	"Not Seated"							.731	.622	.783	.91	.195168	.2697369							-.608	-.398	.892	.013	-.8					0	0																
1151	"Valentino"	654	635	596	"Socialiste"	"Socialiste"	"Socialiste"	"Socialist"	"Socialist"	"Socialist"	.918	.635	-.773	.971	.4618032	-.8224248	.946	.243	.594	1	-.663936	.2044956							-.129	-.768	.989	.048	-.11																						
1152	"Valle"		636		"Not seated"	"Gauche Ind."	"Not seated"	"Not seated"	"Other"	"Not Seated"							.756	.77	-.266	.901	.623808	-.0849781							-.173	.514	.907	.01	-.173																						
1153	"Vallin"			597	"Not seated"	"Not seated"	"Communiste"	"Not seated"	"Not Seated"	"Communist"													.992	-.845	-.535	1	-1.208443	-.3879504	.766	0	1	.251	.826																						
1154	"Vallon"		637		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.708	.51	-.54	.92	-.271776	-.162829							.185	-.024	.847	.002	.159							0															
1155	"Vals"		638	598	"Not seated"	"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"							.947	.244	.614	1	-.663936	.212171	.954	.278	.961	1	-.0490512	.6525296	-.118	-.779	1	.1	-.095																						
1156	"Varenne"	655			"Not seated"	"Not seated"	"Not seated"	"Not seated"	"Not Seated"	"Not Seated"																																													
1157	"Varges"			605	"Not seated"	"Not seated"	"Communiste"	"Not seated"	"Not Seated"	"Communist"													.99	-.851	-.525	1	-1.208443	-.3879504	.766	0	1	.268	.825																						
1158	"Varvier"			599	"Not seated"	"Not seated"	"Uff (Poujade)"	"Not seated"	"Not Seated"	"Poujadist"													.945	.819	-.573	1	.1248576	-1.022643	.21	.524	.993	.002	.245																						
1159	"Vassor"		639	600	"Not seated"	"Ind. Paysan"	"Paysan"	"Not seated"	"Right"	"Right"							.804	.821	-.436	.936	.725952	-.1299342	.788	.863	.074	.935	.5559136	-.1887728	-.178	.543	.931	.024	-.201									0	2												
1160	"Vaugelod"			601	"Not seated"	"Not seated"	"Uff (Poujade)"	"Not seated"	"Not Seated"	"Poujadist"													.947	.815	-.58	1	.1248576	-1.022643	.21	.524	.993	.002	.245																						
1161	"Vayron"			602	"Not seated"	"Not seated"	"IPAS"	"Not seated"	"Not Seated"	"Right"													.826	.911	.094	.959	.7669824	-.289848	-.304	.42	.966	.108	-.312																		1	2			
1162	"Vedrines"	656	640	603	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.992	-.843	-.539	1	-1.208443	-.3879504	.802	-.334	1	.012	.805																						
1163	"Vee"	657			"Socialiste"	"Not seated"	"Not seated"	"Socialist"	"Not Seated"	"Not Seated"	.95	.698	-.716	.982	.4592088	-.8146416													-.136	-.823	.988	.081	-.123																						
1164	"Velonjara."		641		"Not seated"	"Non Inscrit"	"Not seated"	"Not seated"	"Radical"	"Not Seated"							.798	.677	.347	.936	.271776	.1058114							-.28	.136	.924	.014	-.23					1	2																
1165	"Vendroux"	658	642		"UDSR"	"RPF, URAS, RS"	"Not seated"	"Radical"	"Gaullist"	"Not Seated"	.817	.152	.85	.986	-.2438736	1.408759	.864	.62	-.784	.954	.16416	-.2390351							-.029	.356	.967	.011	-.019							0	0								3	4					
1166	"Verdier"		643	604	"Not seated"	"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"							.937	.241	.551	.997	-.589152	.1694079	.954	.278	.96	1	-.0654016	.683744	-.108	-.772	.998	.031	-.112																						
1167	"Verges"	659	644		"Communiste"	"Communiste"	"Not seated"	"Communist"	"Communist"	"Not Seated"	.989	-.87	-.493	1	-1.027382	-.4358592	.968	-.945	-.326	1	-.990432	-.1770833							.802	-.337	1	.014	.799																						
1168	"Vermeersch"	660	645	606	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.87	-.492	1	-1.027382	-.4358592	.965	-.945	-.328	1	-.997728	-.1787281	.991	-.85	-.526	1	-1.208443	-.3879504	.802	-.334	1	.014	.805																						
1169	"Verneuil"		646		"Not seated"	"Radical-Soc."	"Not seated"	"Not seated"	"Radical"	"Not Seated"							.795	.673	.706	.945	.397632	.2653509							-1.01	-.184	.91	.079	-.855					2	1																
1170	"Verneyras"	661			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.936	.829	.254	.997	.5500128	-.1634472													-.531	-.039	.997	.01	-.523											1	"not dissident"	0									
1171	"Very"	662	647	607	"Socialiste"	"Socialiste"	"Socialiste"	"Socialist"	"Socialist"	"Socialist"	.947	.685	-.729	.982	.4592088	-.8250192	.932	.248	.62	.994	-.627456	.2061404	.959	.246	.969	1	-.0282416	.6302336	-.154	-.766	.991	.024	-.128	1	2																				
1172	"Viallet"			608	"Not seated"	"Not seated"	"Rep. Soc."	"Not seated"	"Not Seated"	"Gaullist"													.746	.705	.149	.914	.3745728	.0193232	-.034	.345	.921	.008	-.048																						
1173	"Viard"	663			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.752	.443	.444	.886	.3087336	.5110968													-.501	.176	.921	.003	-.42											2	"not dissident"	0									
1174	"Viatte"	664	648	609	"MRP"	"MRP"	"MRP"	"Christian Democrat"	"Christian Democrat"	"Christian Democrat"	.92	.818	.189	.994	.5811456	-.1634472	.771	.742	.394	.942	.384864	.0202851	.906	.625	.774	.979	.3061984	.2660656	-.501	-.06	.973	.021	-.502			2	3							2	"not dissident"	0									
1175	"Vieljeux"	665			"Not seated"	"Not seated"	"Not seated"	"Not seated"	"Not Seated"	"Not Seated"																																													
1176	"Vienot"	666			"Socialiste"	"Not seated"	"Not seated"	"Socialist"	"Not Seated"	"Not Seated"	.888	.564	-.674	1	.2386848	0															1	.472	.128																						
1177	"Vigier"		649	610	"Not seated"	"RPF, URAS, RS"	"IPAS"	"Not seated"	"Right"	"Right"							.808	.815	-.58	.932	.459648	-.2439693	.797	.78	.176	.956	.4667296	-.1308032	-.136	.512	.913	.005	-.106									2									1	0			
1178	"Vignal"			611	"Not seated"	"Not seated"	"Not seated"	"Not seated"	"Not Seated"	"Not Seated"																																													
1179	"Vignard"			612	"Not seated"	"Not seated"	"MRP"	"Not seated"	"Not Seated"	"Christian Democrat"													.909	.627	.775	.979	.3136304	.252688	-.531	-.05	.986	.029	-.51																						
1180	"Vilhet"	667			"Not seated"	"Not seated"	"Not seated"	"Not seated"	"Not Seated"	"Not Seated"																																													
1181	"Villard"	668	650	613	"MRP"	"MRP"	"MRP"	"Christian Democrat"	"Christian Democrat"	"Christian Democrat"	.933	.836	.208	.996	.6070896	-.1530696	.825	.756	.433	.967	.38304	.0202851	.901	.624	.746	.976	.312144	.2556608	-.501	-.06	.984	.022	-.502			2	2							2	"not dissident"	0									
1182	"Villeneuve"		651		"Not seated"	"Ind. Paysan"	"Not seated"	"Not seated"	"Right"	"Not Seated"							.759	.827	-.501	.914	.725952	-.1304825							-.178	.535	.917	.033	-.207									0	2												
1183	"Villon"	669	652	614	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.991	-.844	-.536	1	-1.208443	-.3879504	.802	-.334	1	.014	.805																						
1184	"Viollette"	670	653		"UDSR"	"Radical-Soc."	"Not seated"	"Radical"	"Radical"	"Not Seated"	.788	.502	.42	.934	.4747752	.596712	.744	.676	.737	.931	.384864	.3141447							-.909	-.268	.887	.006	-.918					3	0										0						
1185	"Vitter"			615	"Not seated"	"Not seated"	"Paysan"	"Not seated"	"Not Seated"	"Right"													.793	.935	-.144	.979	.5217264	-.4919984	-.08	.597	.972	.026	-.061																						
1186	"Vuillaume"	671			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.901	.782	.376	.985	.5266632	-.1193424													-.513	-.029	.979	.024	-.495											2	"not dissident"	0									
1187	"Vuillien"			616	"Not seated"	"Not seated"	"Communiste"	"Not seated"	"Not Seated"	"Communist"													.991	-.839	-.544	1	-1.208443	-.3879504	.766	0	1	.25	.826																						
1188	"Wagner"	672	654		"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"	"Not Seated"	.933	.679	-.735	.973	.4592088	-.8146416	.929	.254	.622	.994	-.627456	.2061404							-.102	-.776	.986	.074	-.136																						
1189	"Wasmer"	673	655	617	"MRP"	"MRP"	"Not seated"	"Christian Democrat"	"Christian Democrat"	"Not Seated"	.894	.802	.154	.988	.5811456	-.1634472	.822	.753	.449	.959	.386688	.029057							-.518	-.032	.98	.032	-.503			3	1							2	"not dissident"	0									
1190	"Weber"	674			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.932	.837	.202	.994	.5811456	-.1634472													-.507	-.064	.991	.061	-.496											2	"not dissident"	0									
1191	"Weill-Ray."	675			"Socialiste"	"Not seated"	"Not seated"	"Socialist"	"Not Seated"	"Not Seated"	.925	.643	-.665	.951	.4462368	-.7938864													-.137	-.82	.961	.145	-.134																						
1192	"Wolff"	676	656		"UDSR"	"RPF, URAS, RS"	"Not seated"	"Radical"	"Gaullist"	"Not Seated"	.805	.189	.761	.982	-.1764192	1.406165	.848	.673	-.739	.954	.21888	-.1474781							-.036	.354	.972	.002	-.038							4	2								3	4					
